User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
"Ouch, mi corazón.",@AnxoFarinhas,2021-05-05T20:12:29.000Z,"Ouch, mi corazón.
@AnxoFarinhas
·
May 5, 2021Estas tres empresas son Newmont Corp., First Quantum Minerals Ltd. e Wheaton Precious Metals Corp e aparecen reflectidas no resumo das posicións financeiras do BGF World Mining Fund, non así Barrick Gold Corp.
1",1,,
Newmont Peñasquito,@newmont_mexico,2021-05-05T17:41:56.000Z,"Newmont Peñasquito
@newmont_mexico
·
May 5, 2021Como la compañía de oro líder en el mundo, 
@NewmontCorp
 se ha enfocado en la excelencia operativa y la innovación, lo que nos posiciona para el éxito a medida que avanzamos hacia los próximos 100 años. #Newmont100
Newmont Corporation
@NewmontCorp
·
May 5, 2021
As the world’s leading gold company, Newmont has focused on operational excellence and innovation, positioning us for success as we move into the next 100 years. #Newmont100
1:30
388 views
2
29",,2,29
Newmont Corporation,@NewmontCorp,2021-05-05T17:14:54.000Z,"Newmont Corporation
@NewmontCorp
·
May 5, 2021As the world’s leading gold company, Newmont has focused on operational excellence and innovation, positioning us for success as we move into the next 100 years. #Newmont100
6
17",,6,17
Mining Digital,@MiningDig,2021-05-05T07:30:08.000Z,"Mining Digital
@MiningDig
·
May 5, 2021Copper may be flirting with record highs but the metal is far from peaking as the energy transition revs up, according to 
@NewmontCorp
's Chief Executive Officer Tom Palmer.

Read more: https://bit.ly/3ef26t6

#Mining #SupplyChain #Operations #Copper
4",,,4
HISTORY:nevada,@HistoryNevada,2021-05-05T03:45:23.000Z,"HISTORY:nevada
@HistoryNevada
·
May 5, 2021Newmont Mining Corp poured their first gold bar from their Carlin, NV mine operations on May 4, 1965. http://bit.ly/2pbh5IQ https://bit.ly/3xPaYxB 
Newmont owns or controls over 2.5M acres in Nevada and mines gold on the Carlin Trend (in partnership with Barrick since 2019).
ALT
4
9",,4,9
Rockfire Resources plc (LON:ROCK),@Rockfireplc,2021-05-04T23:46:50.000Z,"Rockfire Resources plc (LON:ROCK)
@Rockfireplc
·
May 5, 2021@Rockfireplc
 Last week, President & CEO of Newmont Corp., Tom Palmer said, ""Copper’s got a pretty good story in front of it. I think its day in the sun is more towards the end of this decade"". Drilling at Rockfire's two large copper prospects in QLD., Australia is being planned.
2
3
11",2,3,11
Newmont Corporation,@NewmontCorp,2021-05-04T19:47:59.000Z,"Newmont Corporation
@NewmontCorp
·
May 4, 2021Thank you to our dedicated and diverse team members and host communities, whose innovative spirit has helped carry Newmont forward over the last 100 years. #Newmont100
1
7
36",1,7,36
Hernando,@Hernand21893694,2021-05-04T18:51:01.000Z,"Hernando
@Hernand21893694
·
May 4, 2021Replying to 
@MineraYanacocha
 and 
@NewmontCorp
Felicitaciones por el aniversario!!",,,
Javier Torres,@Javierelthor,2021-05-04T18:37:59.000Z,"Javier Torres
@Javierelthor
·
May 4, 2021Replying to 
@newmont_mexico
 and 
@NewmontCorp",,,
Adam Carnow,@SpatialAce,2021-05-04T16:10:07.000Z,"Adam Carnow
@SpatialAce
·
May 4, 2021Kim Morrison is helping lead #Newmont Corp to a new level of #sustainability in its #tailings management practices, with technology tailor-made for operational awareness
#GIS #Esri #ArcGIS #mining #WhereNext #digitaltwin #realtime #map #spatial #geospatial
http://ow.ly/GzwM50EASMg
1
1",,1,1
Revista ProActivo,@proactivoperu,2021-05-04T14:47:36.000Z,"Revista ProActivo
@proactivoperu
·
May 4, 2021 #Newmont celebra sus 100 años | #Empresas #Minería 
@proactivoperu
 @NewmontCorp
 https://proactivo.com.pe/?p=493630",,,
Albert,@Alberin15,2021-05-04T12:04:53.000Z,"Albert
@Alberin15
·
May 4, 2021Replying to 
@MineraYanacocha
 and 
@NewmontCorp
Muchas felicidades por sus 100 años, Bendiciones para todo su equipo. #Newmont100 #Cajamarca #Seguridad 
@NewmontCorp
 @MineraYanacocha
 @LosAndesCaj
 @FoncreagroCaj
 @PrimerPedal
 @yoni3556_luis
 @JulieRo02279354
 @ppmarino
 @BringasMelqui",,,
Victor Martinez,@VMartinez2013,2021-05-04T06:35:40.000Z,"Victor Martinez
@VMartinez2013
·
May 4, 2021@NewmontCorp
 líder mundial en mineria 
@MineraYanacocha
Newmont Yanacocha
@MineraYanacocha
·
May 4, 2021
Felicitamos a @NewmontCorp por sus 100 años. Agradecemos a nuestros colaboradores, a las comunidades que nos acogen y los accionistas por su apoyo lo que nos ha transformado en la compañía minera aurífera líder a nivel mundial. 
#Newmont100
https://youtu.be/fV-gXPHT9y0",,,
Newmont Yanacocha,@MineraYanacocha,2021-05-04T04:40:37.000Z,"Newmont Yanacocha
@MineraYanacocha
·
May 4, 2021Felicitamos a 
@NewmontCorp
 por sus 100 años. Agradecemos a nuestros colaboradores, a las comunidades que nos acogen y los accionistas por su apoyo lo que nos ha transformado en la compañía minera aurífera líder a nivel mundial. 
#Newmont100
youtube.com
100 años de #Newmont
Saludamos y felicitamos a Newmont por sus 100 años. Con este mensaje de nuestro Presidente y CEO, Tom Palmer, agradecemos a nuestros colaboradores pasados ...
2
7
22",2,7,22
ANZMEX,@ANZMEXORG,2021-05-04T02:42:27.000Z,"ANZMEX
@ANZMEXORG
·
May 4, 2021Hoy celebra 100 años nuestro socio Gold 
@newmont_mexico
 @NewmontCorp
! Estimado 
@Peter_Hughes_H
 les deseamos 
muchos años más de éxitos.  ¡Enhorabuena!
#SoyNewMont #Newmont100
3",,,3
CanChamMx,@CanChamMx,2021-05-04T02:04:36.000Z,"CanChamMx
@CanChamMx
·
May 4, 2021Replying to 
@ATelloC
 @newmont_mexico
 and 3 others",,,
CanChamMx,@CanChamMx,2021-05-04T02:04:04.000Z,"CanChamMx
@CanChamMx
·
May 4, 2021Gracias por su contribución al sector minero. #Newmont100 
@Peter_Hughes_H
 @newmont_mexico
 @NewmontCorp
2
5",,2,5
Mining For Miracles,@Mining4Miracles,2021-05-04T00:09:45.000Z,"Mining For Miracles
@Mining4Miracles
·
May 4, 2021Which team are you cheering for in the 2021 #MiningForMiracles #PieThrow Engineering Battle Royale Pie?

Donate to 
@BCCHF
 by May 11 to show your support: http://bcchf.ca/piethrow 
@NewmontCorp
 @FluorCorp
 @Ausenco
 @GolderAssociate
 @TeckResources
 @CWAEngineers
 @Woodplc
 @HATCHglobal
BCCH Foundation and 7 others
2
7",,2,7
"Ministerio de la Producción, Comercio e Industria",@MinProSantaCruz,2021-05-03T21:45:31.000Z,"Ministerio de la Producción, Comercio e Industria
@MinProSantaCruz
·
May 3, 2021La ministra participó, junto a 
@EugeSampalione
, gerenta de relaciones externas; y 
@Mathieu_Vallart
, director de Sustentabilidad de la empresa, de la asunción del nuevo gerente de 
@NewmontCorp
 Cerro Negro, Marcelo Campos Ubeira
1",,,1
CanChamMx,@CanChamMx,2021-05-03T20:45:29.000Z,"CanChamMx
@CanChamMx
·
May 3, 2021¡Nuestros socios Maple Leaf 
@newmont_mexico
 @NewmontCorp
 celebran 100 años! 
@newmont_mexico
  ha sido un catalizador del cambio. Con una historia vibrante, se han transformado; adoptando nuevas jurisdicciones y tecnologías innovadoras.  ¡Enhorabuena!
@Peter_Hughes_H
 
#SoyNewMont
Newmont Peñasquito
@newmont_mexico
·
May 3, 2021
Al celebrar nuestro 100 aniversario, nos gustaría agradecer a nuestros colaboradores anteriores y presentes, comunidades anfitrionas y accionistas por su apoyo, transformándonos en la empresa minera de oro líder en el mundo https://youtube.com/watch?v=LhO2YvQ8Po8&t=9s…
1
1
2",1,1,2
AIMMGM Nacional,@AIMMGM_Nacional,2021-05-03T17:30:00.000Z,"AIMMGM Nacional
@AIMMGM_Nacional
·
May 3, 2021Felicitamos a 
@newmont_mexico
 @NewmontCorp
 por su compromiso y responsabilidad con las comunidades donde opera. #Newmont100 #MineríaResponsable
5
15",,5,15
TechnoServe,@TechnoServe,2021-05-03T17:09:29.000Z,"TechnoServe
@TechnoServe
·
May 3, 2021Congratulations to our partner 
@NewmontCorp
 on its 100th anniversary! We're proud to work with 
@newmont_mexico
 to support #entrepreneurs & local economic development. Learn more about our #entrepreneurship programs in Mexico: https://rb.gy/ypqnhh
2
7",,2,7
Japan Gold Corp.,@japangoldcorp,2021-05-03T17:02:03.000Z,"Japan Gold Corp.
@japangoldcorp
·
May 3, 2021Supported by 
@NewmontCorp
 and assisted by 
@BarrickGold
 through a Strategic Alliance, we are bringing back gold #exploration to #Japan. Decades have passed with little mining investment and we look forward to showcasing Japan's #gold potential! https://bit.ly/3v5JsJR $JG.V
1",,,1
rockridgeresources,@rockridgerock,2021-05-03T16:28:17.000Z,"rockridgeresources
@rockridgerock
·
May 3, 2021With copper prices nearing record highs , 
@NewmontCorp
 , the world’s largest gold producer, is looking to increase output of the metal through several “mega projects,” CEO Tom Palmer #Copper #Mining #Exploration 
$ROCK $ROCK.V $RRRLF
bloomberg.com
Copper Extends Rally to Top $10,000 With All-Time High in Sight
Copper topped $10,000 a metric ton for the first time since 2011, nearing the all-time high set that year as rebounding economies stoke demand and mines struggle to keep up.
3
9",,3,9
Educación para Compartir,@EparaCompartir,2021-05-03T15:58:32.000Z,"Educación para Compartir
@EparaCompartir
·
May 3, 2021Hoy queremos celebrar los primeros 100 años de 
@NewmontCorp
, uno de nuestros más grandes aliados en la formación de mejores ciudadanos desde la niñez. 

Estamos muy felices de colaborar con 
@newmont_mexico
   y festejar con ustedes este aniversario.
3
4",,3,4
Fundación JLDown,@FJLDown,2021-05-03T13:47:56.000Z,"Fundación JLDown
@FJLDown
·
May 3, 2021¡Nos unimos a la celebración de Newmont por su 100° Aniversario!

Nos sentimos muy felices de que formen parte de nuestra causa 

¡Les deseamos mucho éxito en sus proyectos!

#Newmont100 
@newmont_mexico
 @NewmontCorp
2
5",,2,5
Newmont Corporation,@NewmontCorp,2021-05-03T12:06:36.000Z,"Newmont Corporation
@NewmontCorp
·
May 3, 2021As we celebrate our 100th anniversary, we’d like to thank our employees past and present, host communities and shareholders for their support, transforming us into the world’s leading gold mining company. #Newmont100 https://bit.ly/3gWVmSx
2
18
49",2,18,49
The_Gold & Silverback - -,@dp25041982,2021-05-03T11:17:27.000Z,"The_Gold & Silverback - -
@dp25041982
·
May 3, 2021All commodity prices are going up multifold, as value of $ is uncertain & going down, except for gold/ silver. I don’t understand why the miners are so confident about $’s value that they don’t raise prices? 
@FMSilverCorp
 @BarrickGold
 @NewmontCorp
 @EDRSilverCorp
 @ArcadiaEconomic
1
6",1,,6
Arie Claassens,@ArieClaassens,2021-05-02T17:05:06.000Z,"Arie Claassens
@ArieClaassens
·
May 2, 2021Kim Morrison is helping the world’s largest gold miner, 
@NewmontCorp
 improve operational performance and visibility with #GIS dashboards, drones, and more.
esri.com
Seeking the Gold Standard for Sustainable Mining
Kim Morrison is helping lead Newmont Corp. to a new level of sustainability in its tailings management practices.",,,
Esri,@Esri,2021-05-02T16:30:18.000Z,"Esri
@Esri
·
May 2, 2021Kim Morrison is helping the world’s largest gold miner, 
@NewmontCorp
 improve operational performance and visibility with #GIS dashboards, drones, and more.
esri.com
Seeking the Gold Standard for Sustainable Mining
Kim Morrison is helping lead Newmont Corp. to a new level of sustainability in its tailings management practices.
1
12",,1,12
